markId,description,number,subjectId,studentId,teacherId,date
1815,Average,3,89,22,37,36,2001-12-30
1816,Poor,2,94,41,214,176,1989-07-06
1817,Poor,2,47,31,126,82,1994-08-29
1818,Poor,2,41,26,259,77,2003-10-28
1819,Poor,2,47,27,316,54,1967-07-13
1820,Poor,2,36,41,214,176,1972-10-10
1821,Poor,2,67,24,106,267,1993-12-14
1822,Fair,3,37,27,26,132,1963-02-27
1823,Average,4,14,13,157,231,1993-03-03
1824,Poor,2,32,34,324,133,1996-11-25
1825,Average,3,99,23,332,268,1958-06-19
1826,Excellent,5,88,9,156,259,2000-11-01
1827,Good,4,70,43,187,59,1962-08-15
1828,Good,5,00,41,101,225,1991-10-26
1829,Poor,2,17,7,262,299,1995-10-17
1830,Excellent,5,51,41,103,239,1986-07-13
1831,Excellent,5,93,17,287,302,1994-01-28
1832,Excellent,5,64,31,229,86,2005-05-27
1833,Average,4,14,16,113,286,2005-04-18
1834,Poor,2,53,27,276,41,1970-01-10
1835,Poor,2,62,27,221,323,1964-12-11
1836,Average,3,53,27,26,132,1990-07-19
1837,Average,4,17,10,1,62,1954-02-16
1838,Poor,2,67,38,19,313,1955-06-03
1839,Average,3,76,16,269,206,1988-01-17
1840,Poor,2,53,16,269,206,1982-01-13
1841,Excellent,5,97,45,141,190,1996-06-03
1842,Poor,2,77,25,75,164,1987-01-19
1843,Average,3,59,45,143,244,1960-12-07
1844,Average,4,12,43,208,228,2003-08-06
1845,Fair,3,04,17,275,237,1992-10-27
1846,Fair,3,02,30,325,69,2007-01-29
1847,Good,5,11,24,171,80,1973-05-06
1848,Poor,2,10,32,69,320,1984-10-10
1849,Excellent,5,89,12,45,109,1966-09-11
1850,Good,5,45,18,4,180,1982-10-09
1851,Average,3,59,27,202,277,1965-08-07
1852,Poor,2,86,25,2,111,1978-09-07
1853,Poor,2,45,26,65,110,1999-05-07
1854,Good,5,23,27,26,132,1974-11-28
1855,Fair,3,45,20,254,25,1981-07-20
1856,Average,4,20,26,146,52,1988-10-11
1857,Poor,2,23,43,187,59,1998-03-29
1858,Fair,3,36,44,155,99,1982-07-23
1859,Poor,2,42,43,187,59,1986-04-09
1860,Average,4,14,19,28,63,2000-08-20
1861,Excellent,5,59,45,79,226,2005-05-12
1862,Good,4,76,19,244,119,1975-02-10
1863,Excellent,5,82,43,284,260,2002-04-23
1864,Good,4,98,25,257,327,1977-09-29
1865,Fair,3,41,31,78,72,1993-11-10
1866,Good,5,32,38,19,313,1963-05-19
1867,Average,3,73,24,142,306,1980-04-12
1868,Poor,2,08,13,182,73,1996-08-07
1869,Fair,3,02,27,202,277,1994-02-23
1870,Poor,2,35,31,160,304,1964-06-14
1871,Good,4,77,45,141,190,1988-05-21
1872,Excellent,5,81,36,193,233,1992-03-28
1873,Good,4,66,41,214,176,1968-10-11
1874,Excellent,5,94,16,242,83,1993-06-30
1875,Poor,2,40,10,1,62,1984-05-08
1876,Excellent,5,90,15,231,254,1959-11-27
1877,Excellent,5,79,13,137,224,1955-03-23
1878,Poor,2,02,12,45,109,1997-07-28
1879,Good,5,29,26,259,77,1957-01-29
1880,Poor,2,96,37,74,14,1959-05-21
1881,Poor,2,77,10,233,332,1980-06-28
1882,Good,4,59,36,281,156,1985-11-04
1883,Good,5,11,11,138,79,1978-02-15
1884,Poor,2,73,41,101,225,1966-01-08
1885,Average,3,91,10,17,235,1973-12-07
1886,Good,5,07,9,192,285,1968-05-24
1887,Good,5,18,9,294,146,1959-01-21
1888,Good,4,91,47,206,324,1983-05-23
1889,Good,5,09,39,55,124,1996-06-22
1890,Average,4,43,31,78,72,1984-03-02
1891,Fair,3,30,32,66,293,2000-04-21
1892,Poor,2,80,22,246,321,1979-07-27
1893,Poor,2,24,43,284,260,1977-02-23
1894,Excellent,5,62,38,60,39,1995-05-29
1895,Poor,2,95,47,290,114,1984-09-03
1896,Fair,3,21,18,4,180,1974-04-25
1897,Poor,2,96,19,277,177,1992-09-27
1898,Good,4,62,14,82,22,1991-03-11
1899,Poor,2,70,23,260,238,1962-09-26
1900,Average,3,72,46,292,15,1982-06-12
1901,Good,5,29,25,309,49,1979-10-20
1902,Good,5,02,24,295,7,1984-09-28
1903,Good,5,09,12,7,94,1998-08-18
1904,Excellent,5,53,17,84,96,1955-03-31
1905,Poor,2,67,25,88,178,2002-05-21
1906,Average,3,78,12,127,19,1981-05-11
1907,Average,4,20,44,176,204,1962-11-27
1908,Poor,2,51,41,101,225,1958-11-08
1909,Good,4,83,30,325,69,1998-07-22
1910,Average,3,55,27,276,41,1974-08-25
1911,Average,4,42,32,279,220,1986-07-22
1912,Poor,2,20,29,289,296,1953-09-01
1913,Average,4,08,16,53,278,1978-06-25
1914,Good,5,46,23,308,256,1979-11-20
1915,Fair,3,36,29,149,154,1973-02-22
1916,Poor,2,99,12,329,60,1972-07-08
1917,Excellent,5,65,45,220,272,2004-12-26
1918,Good,5,08,7,33,129,1989-04-16
1919,Fair,3,06,11,151,202,1956-10-24
1920,Average,4,35,26,255,74,1978-06-20
1921,Poor,2,13,15,191,213,1957-04-28
1922,Good,4,83,40,23,208,2004-11-20
1923,Fair,3,00,15,268,307,1953-02-16
1924,Good,4,59,26,97,42,1962-12-24
1925,Good,5,05,36,228,330,1972-02-23
1926,Average,3,96,22,24,3,1961-10-26
1927,Excellent,5,56,45,320,121,1968-02-03
1928,Good,5,04,8,237,246,1981-05-15
1929,Good,4,99,45,320,121,1961-10-27
1930,Good,5,19,7,125,280,1963-01-15
1931,Good,4,94,44,104,197,1975-03-01
1932,Fair,3,16,9,234,123,1972-01-12
1933,Good,5,32,22,186,90,1987-11-02
1934,Average,3,56,43,50,281,1982-08-20
1935,Average,3,68,30,148,88,1987-08-02
1936,Average,3,75,10,253,184,2003-09-30
1937,Excellent,5,50,8,100,31,1995-03-20
1938,Excellent,5,59,18,248,32,1975-11-19
1939,Poor,2,05,23,8,104,1971-08-21
1940,Poor,2,12,8,237,246,2000-07-28
1941,Poor,2,86,36,281,156,1958-06-29
1942,Good,4,67,29,319,118,1953-03-16
1943,Poor,2,07,17,47,44,1992-10-31
1944,Average,3,53,9,264,137,1974-10-30
1945,Poor,2,00,10,253,184,2005-08-11
1946,Fair,3,09,34,180,26,1999-08-22
1947,Good,4,73,20,139,273,1954-02-02
1948,Poor,2,79,31,78,72,2005-04-06
1949,Average,4,26,13,157,231,1975-04-07
1950,Excellent,5,96,19,190,105,1965-02-26
1951,Average,3,56,39,293,100,1977-04-30
1952,Average,3,88,7,125,280,1956-06-14
1953,Average,3,56,31,310,173,1987-05-19
1954,Average,4,36,45,79,226,1992-04-08
1955,Average,3,58,33,134,138,1978-02-14
1956,Poor,2,46,12,114,303,1982-11-29
1957,Average,4,02,25,21,116,1984-08-13
1958,Poor,2,49,38,60,39,1988-08-25
1959,Poor,2,48,30,158,165,1991-02-05
1960,Good,4,72,16,269,206,1993-07-26
1961,Average,4,23,46,292,15,1966-04-08
1962,Good,5,16,23,260,238,1989-07-14
1963,Average,3,52,36,281,156,2005-01-11
1964,Excellent,5,64,13,22,159,1988-07-08
1965,Good,4,62,17,287,302,2007-06-27
1966,Fair,3,26,19,244,119,1967-07-12
1967,Poor,2,89,33,298,120,1973-10-30
1968,Poor,2,51,39,263,298,2003-11-05
1969,Average,3,78,37,330,291,2000-04-19
1970,Excellent,5,62,27,93,136,1977-05-25
1971,Average,3,50,30,154,97,1985-04-20
1972,Poor,2,06,19,181,98,1982-02-07
1973,Good,5,03,22,37,36,1970-08-28
1974,Poor,2,93,45,79,226,1964-03-29
1975,Fair,3,48,28,159,112,1972-12-22
1976,Fair,3,47,14,14,310,1957-02-13
1977,Good,4,75,26,255,74,1965-01-21
1978,Good,5,47,29,289,296,1986-04-19
1979,Good,4,59,15,231,254,1965-05-15
1980,Average,3,95,14,82,22,1980-07-04
1981,Good,5,24,11,120,290,1960-09-23
1982,Good,4,77,32,279,220,1970-10-30
1983,Poor,2,78,47,290,114,1959-02-09
1984,Good,5,04,18,266,48,2004-08-31
1985,Average,3,63,8,304,329,1993-09-17
1986,Fair,3,05,35,102,64,1971-09-17
1987,Excellent,5,61,11,243,276,1992-08-26
1988,Poor,2,96,43,105,151,2003-07-27
1989,Excellent,5,99,17,47,44,1957-07-07
1990,Fair,3,22,34,261,93,1957-09-04
1991,Excellent,5,73,21,110,162,1972-02-17
1992,Good,5,00,33,116,61,1959-07-27
1993,Good,5,11,27,221,323,1992-10-13
1994,Fair,3,34,8,304,329,1986-01-25
1995,Average,3,90,14,14,310,1987-04-22
1996,Average,3,70,10,1,62,1976-12-15
1997,Fair,3,14,27,202,277,1956-03-05
1998,Poor,2,44,17,275,237,1957-04-26
1999,Good,4,92,15,121,50,1975-05-05
2000,Good,4,75,28,296,192,1991-02-01
